step	learning_rate
723	0.00042080000000000004
724	0.00042
725	0.00041920000000000005
726	0.0004184
727	0.0004176
728	0.0004168
729	0.000416
730	0.0004152
731	0.0004144
732	0.0004136
733	0.0004128
734	0.000412
735	0.0004112
736	0.0004104
737	0.00040960000000000004
738	0.0004088
739	0.000408
740	0.00040720000000000003
741	0.0004064
742	0.00040560000000000005
743	0.00040480000000000003
744	0.000404
745	0.0004032
746	0.00040239999999999997
747	0.0004016
748	0.0004008
749	0.0004
750	0.0003992
751	0.0003984
752	0.0003976
753	0.0003968
754	0.00039600000000000003
755	0.0003952
756	0.0003944
757	0.0003936
758	0.0003928
759	0.00039200000000000004
760	0.0003912
761	0.00039040000000000006
762	0.0003896
763	0.00038879999999999996
764	0.000388
765	0.0003872
766	0.0003864
767	0.0003856
768	0.0003848
769	0.000384
770	0.0003832
771	0.0003824
772	0.0003816
773	0.00038080000000000004
774	0.00038
775	0.0003792
776	0.00037840000000000004
777	0.0003776
778	0.00037680000000000005
779	0.00037600000000000003
780	0.0003752
781	0.0003744
782	0.0003736
783	0.0003728
784	0.000372
785	0.00037119999999999997
786	0.0003704
787	0.0003696
788	0.0003688
789	0.000368
790	0.00036720000000000004
791	0.0003664
792	0.0003656
793	0.00036480000000000003
794	0.000364
795	0.00036320000000000005
796	0.0003624
797	0.0003616
798	0.00036080000000000004
799	0.00035999999999999997
800	0.0003592
801	0.0003584
802	0.00035759999999999996
803	0.0003568
804	0.000356
805	0.0003552
806	0.0003544
807	0.00035360000000000003
808	0.0003528
809	0.000352
810	0.0003512
811	0.0003504
812	0.00034960000000000004
813	0.0003488
814	0.000348
815	0.00034720000000000004
816	0.0003464
817	0.00034560000000000005
818	0.0003448
819	0.00034399999999999996
820	0.0003432
821	0.0003424
822	0.0003416
823	0.0003408
824	0.00034
825	0.0003392
826	0.0003384
827	0.0003376
828	0.0003368
829	0.00033600000000000004
830	0.0003352
831	0.0003344
832	0.00033360000000000003
833	0.0003328
834	0.00033200000000000005
835	0.00033120000000000003
836	0.0003304
837	0.0003296
838	0.00032879999999999997
839	0.000328
840	0.0003272
841	0.0003264
842	0.0003256
843	0.0003248
844	0.000324
845	0.0003232
846	0.00032240000000000003
847	0.0003216
848	0.0003208
849	0.00032
850	0.0003192
851	0.00031840000000000004
852	0.0003176
853	0.00031680000000000006
854	0.000316
855	0.00031519999999999996
856	0.0003144
857	0.0003136
858	0.0003128
859	0.000312
860	0.0003112
861	0.0003104
862	0.0003096
863	0.0003088
864	0.000308
865	0.0003072
866	0.0003064
867	0.0003056
868	0.00030480000000000004
869	0.000304
870	0.00030320000000000005
871	0.00030240000000000003
872	0.00030159999999999996
873	0.0003008
874	0.0003
875	0.0002992
876	0.0002984
877	0.00029759999999999997
878	0.0002968
879	0.000296
880	0.0002952
881	0.0002944
882	0.00029360000000000003
883	0.0002928
884	0.000292
885	0.00029120000000000003
886	0.0002904
887	0.00028960000000000005
888	0.0002888
889	0.000288
890	0.00028720000000000004
891	0.00028639999999999997
892	0.0002856
893	0.0002848
894	0.00028399999999999996
895	0.0002832
896	0.0002824
897	0.0002816
898	0.0002808
899	0.00028000000000000003
900	0.0002792
901	0.0002784
902	0.0002776
903	0.0002768
904	0.00027600000000000004
905	0.0002752
906	0.0002744
907	0.00027360000000000004
908	0.0002728
909	0.00027200000000000005
910	0.0002712
911	0.00027039999999999996
912	0.0002696
913	0.0002688
914	0.000268
915	0.0002672
916	0.0002664
917	0.0002656
918	0.0002648
919	0.000264
920	0.0002632
921	0.00026240000000000004
922	0.0002616
923	0.0002608
924	0.00026000000000000003
925	0.0002592
926	0.00025840000000000005
927	0.00025760000000000003
928	0.00025679999999999995
929	0.000256
930	0.00025519999999999997
931	0.0002544
932	0.0002536
933	0.0002528
934	0.000252
935	0.0002512
936	0.0002504
937	0.0002496
938	0.0002488
939	0.000248
940	0.0002472
941	0.0002464
942	0.0002456
943	0.0002448
944	0.000244
945	0.0002432
946	0.0002424
947	0.00024160000000000002
948	0.0002408
949	0.00024
950	0.00023920000000000001
951	0.0002384
952	0.0002376
953	0.0002368
954	0.000236
955	0.0002352
956	0.0002344
957	0.0002336
958	0.00023280000000000002
959	0.00023200000000000003
960	0.00023119999999999998
961	0.0002304
962	0.0002296
963	0.0002288
964	0.000228
965	0.00022720000000000002
966	0.0002264
967	0.0002256
968	0.00022480000000000002
969	0.000224
970	0.0002232
971	0.00022239999999999998
972	0.0002216
973	0.0002208
974	0.00022
975	0.00021920000000000002
976	0.00021840000000000002
977	0.0002176
978	0.00021679999999999998
979	0.000216
980	0.0002152
981	0.0002144
982	0.00021360000000000001
983	0.0002128
984	0.000212
985	0.0002112
986	0.00021040000000000002
987	0.00020960000000000003
988	0.0002088
989	0.000208
990	0.0002072
991	0.0002064
992	0.0002056
993	0.00020480000000000002
994	0.000204
995	0.0002032
996	0.00020240000000000001
997	0.0002016
998	0.0002008
999	0.0002
1000	0.0001992
1001	0.0001984
1002	0.0001976
1003	0.0001968
1004	0.00019600000000000002
1005	0.00019520000000000003
1006	0.00019439999999999998
1007	0.0001936
1008	0.0001928
1009	0.000192
1010	0.0001912
1011	0.00019040000000000002
1012	0.0001896
1013	0.0001888
1014	0.00018800000000000002
1015	0.0001872
1016	0.0001864
1017	0.00018559999999999998
1018	0.0001848
1019	0.000184
1020	0.0001832
1021	0.00018240000000000002
1022	0.00018160000000000002
1023	0.0001808
1024	0.00017999999999999998
1025	0.0001792
1026	0.0001784
1027	0.0001776
1028	0.00017680000000000001
1029	0.000176
1030	0.0001752
1031	0.0001744
1032	0.00017360000000000002
1033	0.00017280000000000003
1034	0.00017199999999999998
1035	0.0001712
1036	0.0001704
1037	0.0001696
1038	0.0001688
1039	0.00016800000000000002
1040	0.0001672
1041	0.0001664
1042	0.00016560000000000001
1043	0.0001648
1044	0.000164
1045	0.0001632
1046	0.0001624
1047	0.0001616
1048	0.0001608
1049	0.00016
1050	0.00015920000000000002
1051	0.00015840000000000003
1052	0.00015759999999999998
1053	0.0001568
1054	0.000156
1055	0.0001552
1056	0.0001544
1057	0.0001536
1058	0.0001528
1059	0.000152
1060	0.00015120000000000002
1061	0.0001504
1062	0.0001496
1063	0.00014879999999999998
1064	0.000148
1065	0.0001472
1066	0.0001464
1067	0.00014560000000000002
1068	0.00014480000000000002
1069	0.000144
1070	0.00014319999999999998
1071	0.0001424
1072	0.0001416
1073	0.0001408
1074	0.00014000000000000001
1075	0.0001392
1076	0.0001384
1077	0.0001376
1078	0.00013680000000000002
1079	0.00013600000000000003
1080	0.00013519999999999998
1081	0.0001344
1082	0.0001336
1083	0.0001328
1084	0.000132
1085	0.00013120000000000002
1086	0.0001304
1087	0.0001296
1088	0.00012880000000000001
1089	0.000128
1090	0.0001272
1091	0.0001264
1092	0.0001256
1093	0.0001248
1094	0.000124
1095	0.0001232
1096	0.0001224
1097	0.0001216
1098	0.00012080000000000001
1099	0.00012
1100	0.0001192
1101	0.0001184
1102	0.0001176
1103	0.0001168
1104	0.00011600000000000001
1105	0.0001152
1106	0.0001144
1107	0.00011360000000000001
1108	0.0001128
1109	0.000112
1110	0.00011119999999999999
1111	0.0001104
1112	0.00010960000000000001
1113	0.0001088
1114	0.000108
1115	0.0001072
1116	0.0001064
1117	0.0001056
1118	0.00010480000000000001
1119	0.000104
1120	0.0001032
1121	0.00010240000000000001
1122	0.0001016
1123	0.0001008
1124	0.0001
1125	9.92e-05
1126	9.84e-05
1127	9.760000000000001e-05
1128	9.68e-05
1129	9.6e-05
1130	9.520000000000001e-05
1131	9.44e-05
1132	9.36e-05
1133	9.279999999999999e-05
1134	9.2e-05
1135	9.120000000000001e-05
1136	9.04e-05
1137	8.96e-05
1138	8.88e-05
1139	8.8e-05
1140	8.72e-05
1141	8.640000000000001e-05
1142	8.56e-05
1143	8.48e-05
1144	8.400000000000001e-05
1145	8.32e-05
1146	8.24e-05
1147	8.16e-05
1148	8.08e-05
1149	8e-05
1150	7.920000000000001e-05
1151	7.84e-05
1152	7.76e-05
1153	7.68e-05
1154	7.6e-05
1155	7.52e-05
1156	7.439999999999999e-05
1157	7.36e-05
1158	7.280000000000001e-05
1159	7.2e-05
1160	7.12e-05
1161	7.04e-05
1162	6.96e-05
1163	6.88e-05
1164	6.800000000000001e-05
1165	6.72e-05
1166	6.64e-05
1167	6.560000000000001e-05
1168	6.48e-05
1169	6.4e-05
1170	6.32e-05
1171	6.24e-05
1172	6.16e-05
1173	6.08e-05
1174	6e-05
1175	5.92e-05
1176	5.84e-05
1177	5.76e-05
1178	5.6800000000000005e-05
1179	5.6e-05
1180	5.52e-05
1181	5.44e-05
1182	5.36e-05
1183	5.28e-05
1184	5.2e-05
1185	5.1200000000000004e-05
1186	5.04e-05
1187	4.96e-05
1188	4.880000000000001e-05
1189	4.8e-05
1190	4.72e-05
1191	4.6399999999999996e-05
1192	4.5600000000000004e-05
1193	4.48e-05
1194	4.4e-05
1195	4.3200000000000007e-05
1196	4.24e-05
1197	4.16e-05
1198	4.08e-05
1199	4e-05
1200	3.92e-05
1201	3.84e-05
1202	3.76e-05
1203	3.68e-05
1204	3.6e-05
1205	3.52e-05
1206	3.44e-05
1207	3.36e-05
1208	3.2800000000000004e-05
1209	3.2e-05
1210	3.12e-05
1211	3.04e-05
1212	2.96e-05
1213	2.88e-05
1214	2.8e-05
1215	2.72e-05
1216	2.64e-05
1217	2.5600000000000002e-05
1218	2.48e-05
1219	2.4e-05
1220	2.3199999999999998e-05
1221	2.24e-05
1222	2.1600000000000003e-05
1223	2.08e-05
1224	2e-05
1225	1.92e-05
1226	1.84e-05
1227	1.76e-05
1228	1.68e-05
1229	1.6e-05
1230	1.52e-05
1231	1.44e-05
1232	1.36e-05
1233	1.2800000000000001e-05
1234	1.2e-05
1235	1.12e-05
1236	1.04e-05
1237	9.6e-06
1238	8.8e-06
1239	8e-06
1240	7.2e-06
1241	6.4000000000000006e-06
1242	5.6e-06
1243	4.8e-06
1244	4e-06
1245	3.2000000000000003e-06
1246	2.4e-06
1247	1.6000000000000001e-06
1248	8.000000000000001e-07
1249	0.0
