step	epoch
572	0.0
573	0.0
574	0.0
575	0.0
576	0.0
577	0.0
578	0.0
579	0.0
580	0.0
581	0.0
582	0.0
583	0.0
584	0.0
585	0.0
586	0.0
587	0.0
588	0.0
589	0.0
590	0.0
591	0.0
592	0.0
593	0.0
594	0.0
595	0.0
596	0.0
597	0.0
598	0.0
599	0.0
600	0.0
601	0.0
602	0.0
603	0.0
604	0.0
605	0.0
606	0.0
607	0.0
608	0.0
609	0.0
610	0.0
611	0.0
612	0.0
613	0.0
614	0.0
615	0.0
616	0.0
617	0.0
618	0.0
619	0.0
620	0.0
621	0.0
622	0.0
623	0.0
624	0.0
625	0.0
626	0.0
627	0.0
628	0.0
629	0.0
630	0.0
631	0.0
632	0.0
633	0.0
634	0.0
635	0.0
636	0.0
637	0.0
638	0.0
639	0.0
640	0.0
641	0.0
642	0.0
643	0.0
644	0.0
645	0.0
646	0.0
647	0.0
648	0.0
649	0.0
650	0.0
651	0.0
652	0.0
653	0.0
654	0.0
655	0.0
656	0.0
657	0.0
658	0.0
659	0.0
660	0.0
661	0.0
662	0.0
663	0.0
664	0.0
665	0.0
666	0.0
667	0.0
668	0.0
669	0.0
670	0.0
671	0.0
672	0.0
673	0.0
674	0.0
675	0.0
676	0.0
677	0.0
678	0.0
679	0.0
680	0.0
681	0.0
682	0.0
683	0.0
684	0.0
685	0.0
686	0.0
687	0.0
688	0.0
689	0.0
690	0.0
691	0.0
692	0.0
693	0.0
694	0.0
695	0.0
696	0.0
697	0.0
698	0.0
699	0.0
700	0.0
701	0.0
702	0.0
703	0.0
704	0.0
705	0.0
706	0.0
707	0.0
708	0.0
709	0.0
710	0.0
711	0.0
712	0.0
713	0.0
714	0.0
715	0.0
716	0.0
717	0.0
718	0.0
719	0.0
720	0.0
721	0.0
722	0.0
723	0.0
724	0.0
725	0.0
726	0.0
727	0.0
728	0.0
729	0.0
730	0.0
731	0.0
732	0.0
733	0.0
734	0.0
735	0.0
736	0.0
737	0.0
738	0.0
739	0.0
740	0.0
741	0.0
742	0.0
743	0.0
744	0.0
745	0.0
746	0.0
747	0.0
748	0.0
749	0.0
750	0.0
751	0.0
752	0.0
753	0.0
754	0.0
755	0.0
756	0.0
757	0.0
758	0.0
759	0.0
760	0.0
761	0.0
762	0.0
763	0.0
764	0.0
765	0.0
766	0.0
767	0.0
768	0.0
769	0.0
770	0.0
771	0.0
772	0.0
773	0.0
774	0.0
775	0.0
776	0.0
777	0.0
778	0.0
779	0.0
780	0.0
781	0.0
782	0.0
783	0.0
784	0.0
785	0.0
786	0.0
787	0.0
788	0.0
789	0.0
790	0.0
791	0.0
792	0.0
793	0.0
794	0.0
795	0.0
796	0.0
797	0.0
798	0.0
799	0.0
800	0.0
801	0.0
802	0.0
803	0.0
804	0.0
805	0.0
806	0.0
807	0.0
808	0.0
809	0.0
810	0.0
811	0.0
812	0.0
813	0.0
814	0.0
815	0.0
816	0.0
817	0.0
818	0.0
819	0.0
820	0.0
821	0.0
822	0.0
823	0.0
824	0.0
825	0.0
826	0.0
827	0.0
828	0.0
829	0.0
830	0.0
831	0.0
832	0.0
833	0.0
834	0.0
835	0.0
836	0.0
837	0.0
838	0.0
839	0.0
840	0.0
841	0.0
842	0.0
843	0.0
844	0.0
845	0.0
846	0.0
847	0.0
848	0.0
849	0.0
850	0.0
851	0.0
852	0.0
853	0.0
854	0.0
855	0.0
856	0.0
857	0.0
858	0.0
859	0.0
860	0.0
861	0.0
862	0.0
863	0.0
864	0.0
865	0.0
866	0.0
867	0.0
868	0.0
869	0.0
870	0.0
871	0.0
872	0.0
873	0.0
874	0.0
875	0.0
876	0.0
877	0.0
878	0.0
879	0.0
880	0.0
881	0.0
882	0.0
883	0.0
884	0.0
885	0.0
886	0.0
887	0.0
888	0.0
889	0.0
890	0.0
891	0.0
892	0.0
893	0.0
894	0.0
895	0.0
896	0.0
897	0.0
898	0.0
899	0.0
900	0.0
901	0.0
902	0.0
903	0.0
904	0.0
905	0.0
906	0.0
907	0.0
908	0.0
909	0.0
910	0.0
911	0.0
912	0.0
913	0.0
914	0.0
915	0.0
916	0.0
917	0.0
918	0.0
919	0.0
920	0.0
921	0.0
922	0.0
923	0.0
924	0.0
925	0.0
926	0.0
927	0.0
928	0.0
929	0.0
930	0.0
931	0.0
932	0.0
933	0.0
934	0.0
935	0.0
936	0.0
937	0.0
938	0.0
939	0.0
940	0.0
941	0.0
942	0.0
943	0.0
944	0.0
945	0.0
946	0.0
947	0.0
948	0.0
949	0.0
950	0.0
951	0.0
952	0.0
953	0.0
954	0.0
955	0.0
956	0.0
957	0.0
958	0.0
959	0.0
960	0.0
961	0.0
962	0.0
963	0.0
964	0.0
965	0.0
966	0.0
967	0.0
968	0.0
969	0.0
970	0.0
971	0.0
972	0.0
973	0.0
974	0.0
975	0.0
976	0.0
977	0.0
978	0.0
979	0.0
980	0.0
981	0.0
982	0.0
983	0.0
984	0.0
985	0.0
986	0.0
987	0.0
988	0.0
989	0.0
990	0.0
991	0.0
992	0.0
993	0.0
994	0.0
995	0.0
996	0.0
997	0.0
998	0.0
999	0.01
1000	0.01
1001	0.01
1002	0.01
1003	0.01
1004	0.01
1005	0.01
1006	0.01
1007	0.01
1008	0.01
1009	0.01
1010	0.01
1011	0.01
1012	0.01
1013	0.01
1014	0.01
1015	0.01
1016	0.01
1017	0.01
1018	0.01
1019	0.01
1020	0.01
1021	0.01
1022	0.01
1023	0.01
1024	0.01
1025	0.01
1026	0.01
1027	0.01
1028	0.01
1029	0.01
1030	0.01
1031	0.01
1032	0.01
1033	0.01
1034	0.01
1035	0.01
1036	0.01
1037	0.01
1038	0.01
1039	0.01
1040	0.01
1041	0.01
1042	0.01
1043	0.01
1044	0.01
1045	0.01
1046	0.01
1047	0.01
1048	0.01
1049	0.01
1050	0.01
1051	0.01
1052	0.01
1053	0.01
1054	0.01
1055	0.01
1056	0.01
1057	0.01
1058	0.01
1059	0.01
1060	0.01
1061	0.01
1062	0.01
1063	0.01
1064	0.01
1065	0.01
1066	0.01
1067	0.01
1068	0.01
1069	0.01
1070	0.01
1071	0.01
1072	0.01
1073	0.01
1074	0.01
1075	0.01
1076	0.01
1077	0.01
1078	0.01
1079	0.01
1080	0.01
1081	0.01
1082	0.01
1083	0.01
1084	0.01
1085	0.01
1086	0.01
1087	0.01
1088	0.01
1089	0.01
1090	0.01
1091	0.01
1092	0.01
1093	0.01
1094	0.01
1095	0.01
1096	0.01
1097	0.01
1098	0.01
1099	0.01
1100	0.01
1101	0.01
1102	0.01
1103	0.01
1104	0.01
1105	0.01
1106	0.01
1107	0.01
1108	0.01
1109	0.01
1110	0.01
1111	0.01
1112	0.01
1113	0.01
1114	0.01
1115	0.01
1116	0.01
1117	0.01
1118	0.01
1119	0.01
1120	0.01
1121	0.01
1122	0.01
1123	0.01
1124	0.01
1125	0.01
1126	0.01
1127	0.01
1128	0.01
1129	0.01
1130	0.01
1131	0.01
1132	0.01
1133	0.01
1134	0.01
1135	0.01
1136	0.01
1137	0.01
1138	0.01
1139	0.01
1140	0.01
1141	0.01
1142	0.01
1143	0.01
1144	0.01
1145	0.01
1146	0.01
1147	0.01
1148	0.01
1149	0.01
1150	0.01
1151	0.01
1152	0.01
1153	0.01
1154	0.01
1155	0.01
1156	0.01
1157	0.01
1158	0.01
1159	0.01
1160	0.01
1161	0.01
1162	0.01
1163	0.01
1164	0.01
1165	0.01
1166	0.01
1167	0.01
1168	0.01
1169	0.01
1170	0.01
1171	0.01
1172	0.01
1173	0.01
1174	0.01
1175	0.01
1176	0.01
1177	0.01
1178	0.01
1179	0.01
1180	0.01
1181	0.01
1182	0.01
1183	0.01
1184	0.01
1185	0.01
1186	0.01
1187	0.01
1188	0.01
1189	0.01
1190	0.01
1191	0.01
1192	0.01
1193	0.01
1194	0.01
1195	0.01
1196	0.01
1197	0.01
1198	0.01
1199	0.01
1200	0.01
1201	0.01
1202	0.01
1203	0.01
1204	0.01
1205	0.01
1206	0.01
1207	0.01
1208	0.01
1209	0.01
1210	0.01
1211	0.01
1212	0.01
1213	0.01
1214	0.01
1215	0.01
1216	0.01
1217	0.01
1218	0.01
1219	0.01
1220	0.01
1221	0.01
1222	0.01
1223	0.01
1224	0.01
1225	0.01
1226	0.01
1227	0.01
1228	0.01
1229	0.01
1230	0.01
1231	0.01
1232	0.01
1233	0.01
1234	0.01
1235	0.01
1236	0.01
1237	0.01
1238	0.01
1239	0.01
1240	0.01
1241	0.01
1242	0.01
1243	0.01
1244	0.01
1245	0.01
1246	0.01
1247	0.01
1248	0.01
1249	0.01
1250	0.01
1251	0.01
1252	0.01
1253	0.01
1254	0.01
1255	0.01
1256	0.01
1257	0.01
1258	0.01
1259	0.01
1260	0.01
1261	0.01
1262	0.01
1263	0.01
1264	0.01
1265	0.01
1266	0.01
1267	0.01
1268	0.01
1269	0.01
1270	0.01
1271	0.01
1272	0.01
1273	0.01
1274	0.01
1275	0.01
1276	0.01
1277	0.01
1278	0.01
1279	0.01
1280	0.01
1281	0.01
1282	0.01
1283	0.01
1284	0.01
1285	0.01
1286	0.01
1287	0.01
1288	0.01
1289	0.01
1290	0.01
1291	0.01
1292	0.01
1293	0.01
1294	0.01
1295	0.01
1296	0.01
1297	0.01
1298	0.01
1299	0.01
1300	0.01
1301	0.01
1302	0.01
1303	0.01
1304	0.01
1305	0.01
1306	0.01
1307	0.01
1308	0.01
1309	0.01
1310	0.01
1311	0.01
1312	0.01
1313	0.01
1314	0.01
1315	0.01
1316	0.01
1317	0.01
1318	0.01
1319	0.01
1320	0.01
1321	0.01
1322	0.01
1323	0.01
1324	0.01
1325	0.01
1326	0.01
1327	0.01
1328	0.01
1329	0.01
1330	0.01
1331	0.01
1332	0.01
1333	0.01
1334	0.01
1335	0.01
1336	0.01
1337	0.01
1338	0.01
1339	0.01
1340	0.01
1341	0.01
1342	0.01
1343	0.01
1344	0.01
1345	0.01
1346	0.01
1347	0.01
1348	0.01
1349	0.01
1350	0.01
1351	0.01
1352	0.01
1353	0.01
1354	0.01
1355	0.01
1356	0.01
1357	0.01
1358	0.01
1359	0.01
1360	0.01
1361	0.01
1362	0.01
1363	0.01
1364	0.01
1365	0.01
1366	0.01
1367	0.01
1368	0.01
1369	0.01
1370	0.01
1371	0.01
1372	0.01
1373	0.01
1374	0.01
1375	0.01
1376	0.01
1377	0.01
1378	0.01
1379	0.01
1380	0.01
1381	0.01
1382	0.01
1383	0.01
1384	0.01
1385	0.01
1386	0.01
1387	0.01
1388	0.01
1389	0.01
1390	0.01
1391	0.01
1392	0.01
1393	0.01
1394	0.01
1395	0.01
1396	0.01
1397	0.01
1398	0.01
1399	0.01
1400	0.01
1401	0.01
1402	0.01
1403	0.01
1404	0.01
1405	0.01
1406	0.01
1407	0.01
1408	0.01
1409	0.01
1410	0.01
1411	0.01
1412	0.01
1413	0.01
1414	0.01
1415	0.01
1416	0.01
1417	0.01
1418	0.01
1419	0.01
1420	0.01
1421	0.01
1422	0.01
1423	0.01
1424	0.01
1425	0.01
1426	0.01
1427	0.01
1428	0.01
1429	0.01
1430	0.01
1431	0.01
1432	0.01
1433	0.01
1434	0.01
1435	0.01
1436	0.01
1437	0.01
1438	0.01
1439	0.01
1440	0.01
1441	0.01
1442	0.01
1443	0.01
1444	0.01
1445	0.01
1446	0.01
1447	0.01
1448	0.01
1449	0.01
1450	0.01
1451	0.01
1452	0.01
1453	0.01
1454	0.01
1455	0.01
1456	0.01
1457	0.01
1458	0.01
1459	0.01
1460	0.01
1461	0.01
1462	0.01
1463	0.01
1464	0.01
1465	0.01
1466	0.01
1467	0.01
1468	0.01
1469	0.01
1470	0.01
1471	0.01
1472	0.01
1473	0.01
1474	0.01
1475	0.01
1476	0.01
1477	0.01
1478	0.01
1479	0.01
1480	0.01
1481	0.01
1482	0.01
1483	0.01
1484	0.01
1485	0.01
1486	0.01
1487	0.01
1488	0.01
1489	0.01
1490	0.01
1491	0.01
1492	0.01
1493	0.01
1494	0.01
1495	0.01
1496	0.01
1497	0.01
1498	0.01
1499	0.01
1500	0.01
1501	0.01
1502	0.01
1503	0.01
1504	0.01
1505	0.01
1506	0.01
1507	0.01
1508	0.01
1509	0.01
1510	0.01
1511	0.01
1512	0.01
1513	0.01
1514	0.01
1515	0.01
1516	0.01
1517	0.01
1518	0.01
1519	0.01
1520	0.01
1521	0.01
1522	0.01
1523	0.01
1524	0.01
1525	0.01
1526	0.01
1527	0.01
1528	0.01
1529	0.01
1530	0.01
1531	0.01
1532	0.01
1533	0.01
1534	0.01
1535	0.01
1536	0.01
1537	0.01
1538	0.01
1539	0.01
1540	0.01
1541	0.01
1542	0.01
1543	0.01
1544	0.01
1545	0.01
1546	0.01
1547	0.01
1548	0.01
1549	0.01
1550	0.01
1551	0.01
1552	0.01
1553	0.01
1554	0.01
1555	0.01
1556	0.01
1557	0.01
1558	0.01
1559	0.01
1560	0.01
1561	0.01
1562	0.01
1563	0.01
1564	0.01
1565	0.01
1566	0.01
1567	0.01
1568	0.01
1569	0.01
1570	0.01
1571	0.01
1572	0.01
1573	0.01
1574	0.01
1575	0.01
1576	0.01
1577	0.01
1578	0.01
1579	0.01
1580	0.01
1581	0.01
1582	0.01
1583	0.01
1584	0.01
1585	0.01
1586	0.01
1587	0.01
1588	0.01
1589	0.01
1590	0.01
1591	0.01
1592	0.01
1593	0.01
1594	0.01
1595	0.01
1596	0.01
1597	0.01
1598	0.01
1599	0.01
1600	0.01
1601	0.01
1602	0.01
1603	0.01
1604	0.01
1605	0.01
1606	0.01
1607	0.01
1608	0.01
1609	0.01
1610	0.01
1611	0.01
1612	0.01
1613	0.01
1614	0.01
1615	0.01
1616	0.01
1617	0.01
1618	0.01
1619	0.01
1620	0.01
1621	0.01
1622	0.01
1623	0.01
1624	0.01
1625	0.01
1626	0.01
1627	0.01
1628	0.01
1629	0.01
1630	0.01
1631	0.01
1632	0.01
1633	0.01
1634	0.01
1635	0.01
1636	0.01
1637	0.01
1638	0.01
1639	0.01
1640	0.01
1641	0.01
1642	0.01
1643	0.01
1644	0.01
1645	0.01
1646	0.01
1647	0.01
1648	0.01
1649	0.01
1650	0.01
1651	0.01
1652	0.01
1653	0.01
1654	0.01
1655	0.01
1656	0.01
1657	0.01
1658	0.01
1659	0.01
1660	0.01
1661	0.01
1662	0.01
1663	0.01
1664	0.01
1665	0.01
1666	0.01
1667	0.01
1668	0.01
1669	0.01
1670	0.01
1671	0.01
1672	0.01
1673	0.01
1674	0.01
1675	0.01
1676	0.01
1677	0.01
1678	0.01
1679	0.01
1680	0.01
1681	0.01
1682	0.01
1683	0.01
1684	0.01
1685	0.01
1686	0.01
1687	0.01
1688	0.01
1689	0.01
1690	0.01
1691	0.01
1692	0.01
1693	0.01
1694	0.01
1695	0.01
1696	0.01
1697	0.01
1698	0.01
1699	0.01
1700	0.01
1701	0.01
1702	0.01
1703	0.01
1704	0.01
1705	0.01
1706	0.01
1707	0.01
1708	0.01
1709	0.01
1710	0.01
1711	0.01
1712	0.01
1713	0.01
1714	0.01
1715	0.01
1716	0.01
1717	0.01
1718	0.01
1719	0.01
1720	0.01
1721	0.01
1722	0.01
1723	0.01
1724	0.01
1725	0.01
1726	0.01
1727	0.01
1728	0.01
1729	0.01
1730	0.01
1731	0.01
1732	0.01
1733	0.01
1734	0.01
1735	0.01
1736	0.01
1737	0.01
1738	0.01
1739	0.01
1740	0.01
1741	0.01
1742	0.01
1743	0.01
1744	0.01
1745	0.01
1746	0.01
1747	0.01
1748	0.01
1749	0.01
1750	0.01
1751	0.01
1752	0.01
1753	0.01
1754	0.01
1755	0.01
1756	0.01
1757	0.01
1758	0.01
1759	0.01
1760	0.01
1761	0.01
1762	0.01
1763	0.01
1764	0.01
1765	0.01
1766	0.01
1767	0.01
1768	0.01
1769	0.01
1770	0.01
1771	0.01
1772	0.01
1773	0.01
1774	0.01
1775	0.01
1776	0.01
1777	0.01
1778	0.01
1779	0.01
1780	0.01
1781	0.01
1782	0.01
1783	0.01
1784	0.01
1785	0.01
1786	0.01
1787	0.01
1788	0.01
1789	0.01
1790	0.01
1791	0.01
1792	0.01
1793	0.01
1794	0.01
1795	0.01
1796	0.01
1797	0.01
1798	0.01
1799	0.01
1800	0.01
1801	0.01
1802	0.01
1803	0.01
1804	0.01
1805	0.01
1806	0.01
1807	0.01
1808	0.01
1809	0.01
1810	0.01
1811	0.01
1812	0.01
1813	0.01
1814	0.01
1815	0.01
1816	0.01
1817	0.01
1818	0.01
1819	0.01
1820	0.01
1821	0.01
1822	0.01
1823	0.01
1824	0.01
1825	0.01
1826	0.01
1827	0.01
1828	0.01
1829	0.01
1830	0.01
1831	0.01
1832	0.01
1833	0.01
1834	0.01
1835	0.01
1836	0.01
1837	0.01
1838	0.01
1839	0.01
1840	0.01
1841	0.01
1842	0.01
1843	0.01
1844	0.01
1845	0.01
1846	0.01
1847	0.01
1848	0.01
1849	0.01
1850	0.01
1851	0.01
1852	0.01
1853	0.01
1854	0.01
1855	0.01
1856	0.01
1857	0.01
1858	0.01
1859	0.01
1860	0.01
1861	0.01
1862	0.01
1863	0.01
1864	0.01
1865	0.01
1866	0.01
1867	0.01
1868	0.01
1869	0.01
1870	0.01
1871	0.01
1872	0.01
1873	0.01
1874	0.01
1875	0.01
1876	0.01
1877	0.01
1878	0.01
1879	0.01
1880	0.01
1881	0.01
1882	0.01
1883	0.01
1884	0.01
1885	0.01
1886	0.01
1887	0.01
1888	0.01
1889	0.01
1890	0.01
1891	0.01
1892	0.01
1893	0.01
1894	0.01
1895	0.01
1896	0.01
1897	0.01
1898	0.01
1899	0.01
1900	0.01
1901	0.01
1902	0.01
1903	0.01
1904	0.01
1905	0.01
1906	0.01
1907	0.01
1908	0.01
1909	0.01
1910	0.01
1911	0.01
1912	0.01
1913	0.01
1914	0.01
1915	0.01
1916	0.01
1917	0.01
1918	0.01
1919	0.01
1920	0.01
1921	0.01
1922	0.01
1923	0.01
1924	0.01
1925	0.01
1926	0.01
1927	0.01
1928	0.01
1929	0.01
1930	0.01
1931	0.01
1932	0.01
1933	0.01
1934	0.01
1935	0.01
1936	0.01
1937	0.01
1938	0.01
1939	0.01
1940	0.01
1941	0.01
1942	0.01
1943	0.01
1944	0.01
1945	0.01
1946	0.01
1947	0.01
1948	0.01
1949	0.01
1950	0.01
1951	0.01
1952	0.01
1953	0.01
1954	0.01
1955	0.01
1956	0.01
1957	0.01
1958	0.01
1959	0.01
1960	0.01
1961	0.01
1962	0.01
1963	0.01
1964	0.01
1965	0.01
1966	0.01
1967	0.01
1968	0.01
1969	0.01
1970	0.01
1971	0.01
1972	0.01
1973	0.01
1974	0.01
1975	0.01
1976	0.01
1977	0.01
1978	0.01
1979	0.01
1980	0.01
1981	0.01
1982	0.01
1983	0.01
1984	0.01
1985	0.01
1986	0.01
1987	0.01
1988	0.01
1989	0.01
1990	0.01
1991	0.01
1992	0.01
1993	0.01
1994	0.01
1995	0.01
1996	0.01
1997	0.01
1998	0.01
1999	0.01
2000	0.01
2001	0.01
2002	0.01
2003	0.01
2004	0.01
2005	0.01
2006	0.01
2007	0.01
2008	0.01
2009	0.01
2010	0.01
2011	0.01
2012	0.01
2013	0.01
2014	0.01
2015	0.01
2016	0.01
2017	0.01
2018	0.01
2019	0.01
2020	0.01
2021	0.01
2022	0.01
2023	0.01
2024	0.01
2025	0.01
2026	0.01
2027	0.01
2028	0.01
2029	0.01
2030	0.01
2031	0.01
2032	0.01
2033	0.01
2034	0.01
2035	0.01
2036	0.01
2037	0.01
2038	0.01
2039	0.01
2040	0.01
2041	0.01
2042	0.01
2043	0.01
2044	0.01
2045	0.01
2046	0.01
2047	0.01
2048	0.01
2049	0.01
2050	0.01
2051	0.01
2052	0.01
2053	0.01
2054	0.01
2055	0.01
2056	0.01
2057	0.01
2058	0.01
2059	0.01
2060	0.01
2061	0.01
2062	0.01
2063	0.01
2064	0.01
2065	0.01
2066	0.01
2067	0.01
2068	0.01
2069	0.01
2070	0.01
2071	0.01
2072	0.01
2073	0.01
2074	0.01
2075	0.01
2076	0.01
2077	0.01
2078	0.01
2079	0.01
2080	0.01
2081	0.01
2082	0.01
2083	0.01
2084	0.01
2085	0.01
2086	0.01
2087	0.01
2088	0.01
2089	0.01
2090	0.01
2091	0.01
2092	0.01
2093	0.01
2094	0.01
2095	0.01
2096	0.01
2097	0.01
2098	0.01
2099	0.01
2100	0.01
2101	0.01
2102	0.01
2103	0.01
2104	0.01
2105	0.01
2106	0.01
2107	0.01
2108	0.01
2109	0.01
2110	0.01
2111	0.01
2112	0.01
2113	0.01
2114	0.01
2115	0.01
2116	0.01
2117	0.01
2118	0.01
2119	0.01
2120	0.01
2121	0.01
2122	0.01
2123	0.01
2124	0.01
2125	0.01
2126	0.01
2127	0.01
2128	0.01
2129	0.01
2130	0.01
2131	0.01
2132	0.01
2133	0.01
2134	0.01
2135	0.01
2136	0.01
2137	0.01
2138	0.01
2139	0.01
2140	0.01
